    13.60  45.55    4  0.27351E+05 8922
    13.60  45.55    2  0.24685E+05 8923
    0.80  40.85    1  0.32366E+05 8924
    3.20  42.15    1  0.30306E+05 8929
    1.10  41.05    1  0.28933E+05 8931
    3.00  41.75    1  0.26060E+05 8933
    1.40  41.05    3  0.29602E+05 8934
    2.50  41.55    3  0.24606E+05 8935
    3.30  42.05    3  0.22987E+05 8936
    3.10  41.75    5  0.26697E+05 8937
    2.60  41.55    2  0.27441E+05 8939
    0.60  40.55    1  0.26265E+05 8940
    2.80  41.65    5  0.24486E+05 8941
    1.60  41.15    4  0.23479E+05 8942
    1.10  41.05    6  0.24353E+05 8943
    2.80  41.65    5  0.24753E+05 8944
    3.20  42.35    3  0.29614E+05 8945
    0.60  40.55    3  0.24103E+05 8946
    1.80  41.15    5  0.25389E+05 8947
    1.70  41.15    7  0.25165E+05 8948
    2.30  41.35   26  0.25657E+05 8949
    2.10  41.25   20  0.26328E+05 8950
    2.70  41.55    9  0.24298E+05 8951
    3.20  41.85    6  0.27373E+05 8952
    2.60  41.55    3  0.29030E+05 8953
    2.00  41.25   10  0.26004E+05 8954
    2.30  41.45    7  0.25743E+05 8955
    2.50  41.55    8  0.26710E+05 8956
    3.10  41.75    5  0.26697E+05 8957
    1.30  41.05    8  0.27214E+05 8958
    1.60  41.15    5  0.26299E+05 8959
    3.20  42.15    2  0.25310E+05 8960
    2.50  41.55    3  0.24613E+05 8961
    1.40  41.05    4  0.24485E+05 8962
    1.60  41.15    4  0.25684E+05 8963
    1.10  41.05    8  0.24145E+05 8964
    0.50  40.15    2  0.20150E+05 8965
    -0.60  38.15    9  0.26629E+05 8967
    -0.10  38.95    2  0.19995E+05 8971
